0.000	0.000	0.000
0.024	0.000	0.000
0.045	0.000	0.000
0.065	0.000	0.000
0.086	0.000	0.000
0.106	0.000	0.000
0.126	0.000	0.000
0.146	0.000	0.000
0.167	0.000	0.000
0.187	0.000	0.000
0.207	0.000	0.000
0.228	0.000	0.000
0.248	0.000	0.000
0.269	0.000	0.000
0.289	0.000	0.000
0.310	0.000	0.000
0.330	0.000	0.000
0.350	0.000	0.000
0.370	0.000	0.000
0.390	0.000	0.000
0.411	0.000	0.000
0.431	0.000	0.000
0.451	0.000	0.000
0.471	0.000	0.000
0.491	0.000	0.000
0.511	0.000	0.000
0.531	0.000	0.000
0.551	0.000	0.000
0.571	0.000	0.000
0.592	0.000	0.000
0.613	0.000	0.000
0.633	0.000	0.000
0.653	0.000	0.000
0.673	0.000	0.000
0.694	0.000	0.000
0.714	0.000	0.000
0.734	0.000	0.000
0.754	0.000	0.000
0.774	0.000	0.000
0.794	0.000	0.000
0.814	0.000	0.000
0.835	0.000	0.000
0.855	0.000	0.000
0.875	0.000	0.000
0.895	0.000	0.000
0.915	0.000	0.000
0.935	0.000	0.000
0.956	0.000	0.000
0.976	0.000	0.000
0.996	0.000	0.000
1.017	0.000	0.000
1.038	0.000	0.000
1.059	0.000	0.000
2.481	0.000	0.000
2.501	0.000	0.000
2.521	0.000	0.000
2.541	0.000	0.000
2.561	0.000	0.000
2.581	0.000	0.000
2.601	0.000	0.000
2.621	0.000	0.000
2.641	0.000	0.000
2.661	0.000	0.000
2.682	0.000	0.000
2.702	0.000	0.000
2.722	0.000	0.000
2.742	0.000	0.000
2.762	0.000	0.000
2.782	0.000	0.000
2.802	0.000	0.000
2.822	0.000	0.000
2.842	0.000	0.000
2.862	0.000	0.000
2.882	0.000	0.000
2.902	0.000	0.000
2.923	0.000	0.000
2.945	0.000	0.000
2.966	0.000	0.000
2.986	0.000	0.000
3.006	0.000	0.000
3.026	0.000	0.000
3.046	0.000	0.000
3.066	0.000	0.000
3.086	0.000	0.000
3.106	0.000	0.000
3.126	0.000	0.000
3.146	0.000	0.000
3.167	0.000	0.000
3.187	0.000	0.000
3.208	0.000	0.000
3.228	0.000	0.000
3.248	0.000	0.000
3.268	0.000	0.000
