0.000	0.000	0.000
0.024	0.000	0.000
0.044	0.000	0.000
0.064	0.000	0.000
0.085	0.000	0.000
0.105	0.000	0.000
0.125	0.000	0.000
0.145	0.000	0.000
0.165	0.000	0.000
0.185	0.000	0.000
0.205	0.000	0.000
0.225	0.000	0.000
0.246	0.000	0.000
0.266	0.000	0.000
0.286	0.000	0.000
0.307	0.000	0.000
0.327	0.000	0.000
0.347	0.000	0.000
0.368	0.000	0.000
0.388	0.000	0.000
0.409	0.000	0.000
0.430	0.000	0.000
0.450	0.000	0.000
0.470	0.000	0.000
0.490	0.000	0.000
0.510	0.000	0.000
0.530	0.000	0.000
0.551	0.000	0.000
0.572	0.000	0.000
0.592	0.000	0.000
0.612	0.000	0.000
0.632	0.000	0.000
0.653	0.000	0.000
0.673	0.000	0.000
0.693	0.000	0.000
0.713	0.000	0.000
0.733	0.000	0.000
0.754	0.000	0.000
0.775	0.000	0.000
0.795	0.000	0.000
0.815	0.000	0.000
0.835	0.000	0.000
0.855	0.000	0.000
0.875	0.000	0.000
0.896	0.000	0.000
0.916	0.000	0.000
0.937	0.000	0.000
0.958	0.000	0.000
0.978	0.000	0.000
0.998	0.000	0.000
1.018	0.000	0.000
1.038	0.000	0.000
1.058	0.000	0.000
1.078	0.000	0.000
1.098	0.000	0.000
1.118	0.000	0.000
1.138	0.000	0.000
1.159	0.000	0.000
1.180	0.000	0.000
1.200	0.000	0.000
2.528	0.000	0.000
2.548	0.000	0.000
2.568	0.000	0.000
2.588	0.000	0.000
2.608	0.000	0.000
2.628	0.000	0.000
2.648	0.000	0.000
2.669	0.000	0.000
2.689	0.000	0.000
2.709	0.000	0.000
2.729	0.000	0.000
2.750	0.000	0.000
2.771	0.000	0.000
2.791	0.000	0.000
2.811	0.000	0.000
2.831	0.000	0.000
2.852	0.000	0.000
2.872	0.000	0.000
2.893	0.000	0.000
2.913	0.000	0.000
2.933	0.000	0.000
2.953	0.000	0.000
2.973	0.000	0.000
2.993	0.000	0.000
3.014	0.000	0.000
3.034	0.000	0.000
3.054	0.000	0.000
3.074	0.000	0.000
3.095	0.000	0.000
3.115	0.000	0.000
3.135	0.000	0.000
3.155	0.000	0.000
3.175	0.000	0.000
