0.000	0.000	0.000
0.023	0.000	0.000
0.043	0.000	0.000
0.063	0.000	0.000
0.083	0.000	0.000
0.103	0.000	0.000
0.123	0.000	0.000
0.143	0.000	0.000
0.163	0.000	0.000
0.183	0.000	0.000
0.203	0.000	0.000
0.223	0.000	0.000
0.243	0.000	0.000
0.263	0.000	0.000
0.283	0.000	0.000
0.303	0.000	0.000
0.324	0.000	0.000
0.344	0.000	0.000
0.364	0.000	0.000
0.385	0.000	0.000
0.406	0.000	0.000
0.427	0.000	0.000
0.447	0.000	0.000
0.468	0.000	0.000
0.488	0.000	0.000
0.509	0.000	0.000
0.529	0.000	0.000
0.549	0.000	0.000
0.569	0.000	0.000
0.589	0.000	0.000
0.609	0.000	0.000
0.629	0.000	0.000
0.650	0.000	0.000
0.670	0.000	0.000
0.690	0.000	0.000
0.711	0.000	0.000
0.731	0.000	0.000
0.751	0.000	0.000
0.771	0.000	0.000
0.791	0.000	0.000
0.811	0.000	0.000
0.831	0.000	0.000
0.851	0.000	0.000
0.871	0.000	0.000
0.891	0.000	0.000
0.911	0.000	0.000
0.931	0.000	0.000
0.952	0.000	0.000
0.973	0.000	0.000
0.994	0.000	0.000
1.014	0.000	0.000
1.034	0.000	0.000
1.054	0.000	0.000
1.074	0.000	0.000
1.094	0.000	0.000
1.114	0.000	0.000
1.135	0.000	0.000
1.155	0.000	0.000
1.175	0.000	0.000
1.195	0.000	0.000
1.215	0.000	0.000
1.235	0.000	0.000
1.255	0.000	0.000
1.275	0.000	0.000
1.295	0.000	0.000
1.315	0.000	0.000
1.335	0.000	0.000
1.356	0.000	0.000
1.376	0.000	0.000
1.396	0.000	0.000
1.416	0.000	0.000
1.436	0.000	0.000
1.458	0.000	0.000
1.478	0.000	0.000
1.498	0.000	0.000
1.518	0.000	0.000
1.538	0.000	0.000
1.558	0.000	0.000
1.578	0.000	0.000
1.598	0.000	0.000
1.618	0.000	0.000
1.638	0.000	0.000
1.658	0.000	0.000
1.678	0.000	0.000
1.698	0.000	0.000
1.718	0.000	0.000
1.738	0.000	0.000
1.758	0.000	0.000
1.778	0.000	0.000
1.798	0.000	0.000
1.818	0.000	0.000
1.839	0.000	0.000
1.859	0.000	0.000
1.880	0.000	0.000
1.900	0.000	0.000
1.920	0.000	0.000
1.940	0.000	0.000
1.960	0.000	0.000
1.980	0.000	0.000
2.000	0.000	0.000
2.020	0.000	0.000
2.040	0.000	0.000
2.060	0.000	0.000
2.081	0.000	0.000
2.102	0.000	0.000
2.122	0.000	0.000
2.142	0.000	0.000
2.162	0.000	0.000
2.182	0.000	0.000
2.203	0.000	0.000
2.223	0.000	0.000
2.243	0.000	0.000
2.263	2.000	0.000
2.283	2.000	0.000
2.303	2.000	0.006
2.323	2.000	0.022
2.343	2.000	0.041
2.363	2.000	0.061
2.383	2.000	0.078
2.404	2.000	0.095
2.424	2.000	0.109
2.444	2.000	0.123
2.465	2.000	0.136
2.485	2.000	0.148
2.505	2.000	0.158
2.525	2.000	0.168
2.545	2.000	0.178
2.565	2.000	0.186
2.586	2.000	0.193
2.606	2.000	0.200
2.626	2.000	0.207
2.646	2.000	0.213
2.666	2.000	0.218
2.687	2.000	0.223
2.707	2.000	0.227
2.727	2.000	0.231
2.748	2.000	0.235
2.768	2.000	0.239
2.788	2.000	0.242
2.808	2.000	0.245
2.828	2.000	0.248
2.848	2.000	0.250
2.868	2.000	0.253
2.888	2.000	0.255
2.908	2.000	0.256
2.928	2.000	0.258
2.948	2.000	0.260
2.968	2.000	0.261
2.988	2.000	0.263
3.008	2.000	0.264
3.028	2.000	0.265
3.048	2.000	0.266
3.069	2.000	0.267
3.090	2.000	0.267
3.110	2.000	0.268
3.130	2.000	0.269
3.151	2.000	0.269
3.171	2.000	0.271
3.192	2.000	0.271
3.212	2.000	0.272
3.233	2.000	0.273
3.253	2.000	0.272
3.273	2.000	0.274
3.293	2.000	0.273
3.313	2.000	0.275
3.333	2.000	0.274
3.353	2.000	0.275
3.373	2.000	0.275
3.393	2.000	0.275
3.414	2.000	0.275
3.434	2.000	0.275
3.454	2.000	0.276
3.474	2.000	0.276
3.494	2.000	0.276
3.514	2.000	0.276
3.534	2.000	0.276
3.555	2.000	0.277
3.575	2.000	0.277
3.596	2.000	0.277
3.616	2.000	0.276
3.636	2.000	0.277
3.656	2.000	0.277
3.676	2.000	0.277
3.696	2.000	0.277
3.716	2.000	0.277
3.736	2.000	0.277
3.757	2.000	0.277
3.777	2.000	0.278
3.797	2.000	0.277
3.818	2.000	0.277
3.838	2.000	0.278
3.858	2.000	0.278
3.879	2.000	0.277
3.900	2.000	0.277
3.921	2.000	0.277
3.941	2.000	0.278
3.961	2.000	0.278
3.981	2.000	0.277
4.001	2.000	0.277
