0.000	0.000	0.000
0.023	0.000	0.000
0.043	0.000	0.000
0.063	0.000	0.000
0.084	0.000	0.000
0.104	0.000	0.000
0.124	0.000	0.000
0.144	0.000	0.000
0.165	0.000	0.000
0.185	0.000	0.000
0.205	0.000	0.000
0.226	0.000	0.000
0.246	0.000	0.000
0.267	0.000	0.000
0.287	0.000	0.000
0.307	0.000	0.000
0.327	0.000	0.000
0.347	0.000	0.000
0.368	0.000	0.000
0.388	0.000	0.000
0.409	0.000	0.000
0.429	0.000	0.000
0.449	0.000	0.000
0.469	0.000	0.000
0.489	0.000	0.000
0.509	0.000	0.000
0.529	0.000	0.000
0.549	0.000	0.000
0.570	0.000	0.000
0.590	0.000	0.000
0.610	0.000	0.000
0.631	0.000	0.000
0.651	0.000	0.000
0.671	0.000	0.000
0.692	0.000	0.000
0.713	0.000	0.000
0.733	0.000	0.000
4.501	0.000	0.000
4.522	0.000	0.000
4.542	0.000	0.000
4.562	0.000	0.000
4.583	0.000	0.000
4.603	0.000	0.000
4.623	0.000	0.000
4.644	0.000	0.000
4.665	0.000	0.000
4.685	0.000	0.000
4.706	0.000	0.000
4.726	0.000	0.000
4.747	0.000	0.000
4.768	0.000	0.000
4.788	0.000	0.000
4.808	0.000	0.000
4.829	0.000	0.000
4.849	0.000	0.000
4.869	0.000	0.000
4.889	0.000	0.000
4.909	0.000	0.000
4.930	0.000	0.000
4.950	0.000	0.000
4.970	0.000	0.000
4.990	0.000	0.000
5.010	0.000	0.000
5.030	0.000	0.000
5.050	0.000	0.000
5.070	0.000	0.000
5.090	0.000	0.000
5.110	0.000	0.000
5.130	0.000	0.000
5.150	0.000	0.000
5.171	0.000	0.000
5.191	0.000	0.000
5.211	0.000	0.000
5.231	0.000	0.000
5.251	0.000	0.000
5.271	0.000	0.000
5.291	0.000	0.000
5.311	0.000	0.000
5.331	0.000	0.000
5.351	0.000	0.000
5.371	0.000	0.000
5.391	0.000	0.000
5.411	0.000	0.000
5.431	0.000	0.000
5.451	0.000	0.000
5.471	0.000	0.000
5.491	0.000	0.000
5.511	0.000	0.000
5.531	0.000	0.000
5.551	0.000	0.000
5.571	0.000	0.000
5.591	0.000	0.000
5.612	0.000	0.000
5.633	0.000	0.000
5.653	0.000	0.000
5.673	0.000	0.000
5.694	0.000	0.000
5.714	0.000	0.000
5.734	0.000	0.000
5.754	0.000	0.000
5.774	0.000	0.000
5.794	0.000	0.000
5.815	0.000	0.000
5.836	0.000	0.000
5.856	0.000	0.000
5.876	0.000	0.000
5.896	0.000	0.000
5.917	0.000	0.000
5.938	0.000	0.000
5.958	0.000	0.000
5.978	0.000	0.000
5.999	0.000	0.000
6.020	0.000	0.000
6.040	0.000	0.000
6.060	0.000	0.000
6.081	0.000	0.000
6.101	0.000	0.000
6.121	0.000	0.000
6.141	0.000	0.000
6.161	0.000	0.000
6.181	0.000	0.000
6.202	0.000	0.000
6.222	0.000	0.000
6.242	0.000	0.000
6.262	0.000	0.000
6.282	0.000	0.000
6.302	0.000	0.000
6.322	0.000	0.000
6.342	0.000	0.000
6.362	0.000	0.000
6.382	0.000	0.000
6.402	0.000	0.000
6.422	0.000	0.000
6.442	0.000	0.000
6.462	0.000	0.000
6.482	0.000	0.000
6.502	0.000	0.000
6.524	0.000	0.000
6.545	0.000	0.000
6.566	0.000	0.000
6.587	0.000	0.000
6.607	0.000	0.000
6.627	0.000	0.000
6.648	0.000	0.000
6.668	0.000	0.000
6.688	0.000	0.000
6.709	0.000	0.000
6.729	0.000	0.000
6.749	0.000	0.000
6.769	0.000	0.000
6.789	0.000	0.000
6.809	0.000	0.000
6.830	0.000	0.000
6.850	0.000	0.000
6.870	0.000	0.000
6.890	0.000	0.000
6.910	0.000	0.000
6.931	0.000	0.000
6.951	0.000	0.000
6.971	0.000	0.000
6.991	0.000	0.000
7.011	0.000	0.000
7.031	0.000	0.000
7.051	0.000	0.000
7.071	0.000	0.000
7.092	0.000	0.000
7.112	0.000	0.000
7.132	0.000	0.000
7.152	0.000	0.000
7.172	0.000	0.000
7.193	0.000	0.000
7.213	0.000	0.000
7.233	0.000	0.000
7.253	0.000	0.000
7.273	0.000	0.000
7.293	0.000	0.000
7.313	0.000	0.000
7.333	0.000	0.000
7.353	0.000	0.000
7.373	0.000	0.000
7.393	0.000	0.000
7.413	0.000	0.000
7.433	0.000	0.000
7.453	0.000	0.000
7.473	0.000	0.000
7.493	0.000	0.000
7.513	0.000	0.000
7.533	0.000	0.000
7.553	0.000	0.000
7.573	0.000	0.000
7.593	0.000	0.000
7.613	0.000	0.000
7.633	0.000	0.000
7.654	0.000	0.000
7.674	0.000	0.000
7.694	0.000	0.000
7.714	0.000	0.000
7.734	0.000	0.000
7.754	0.000	0.000
